================================================================================
UDP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
10.11.11.11:63374          <-> 95.100.168.65:53                 1 145 bytes       1 112 bytes       2 257 bytes   179.994526000         0.0287
10.11.11.11:62005          <-> 213.248.216.1:53                 1 887 bytes       1 94 bytes        2 981 bytes   179.994729000         0.0665
10.11.11.11:62307          <-> 104.156.80.32:53                 1 186 bytes       1 98 bytes        2 284 bytes   181.008330000         0.0218
10.11.11.11:63109          <-> 69.171.239.12:53                 1 334 bytes       1 92 bytes        2 426 bytes   181.008470000         0.0211
10.11.11.11:61497          <-> 185.24.64.14:53                  1 707 bytes       1 82 bytes        2 789 bytes   182.023414000         0.1705
10.11.11.11:63275          <-> 156.154.65.196:53                1 408 bytes       1 89 bytes        2 497 bytes   183.036236000         0.0275
10.11.11.11:61530          <-> 108.59.165.1:53                  1 506 bytes       1 89 bytes        2 595 bytes   183.036502000         0.2939
10.11.11.11:61961          <-> 199.19.57.1:53                   1 847 bytes       1 92 bytes        2 939 bytes   183.037040000         0.0295
10.11.11.11:61681          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   184.050235000         0.0313
10.11.11.11:61945          <-> 185.193.124.2:53                 1 98 bytes        1 82 bytes        2 180 bytes   185.065058000         0.1708
10.11.11.11:61502          <-> 204.74.108.1:53                  1 253 bytes       1 88 bytes        2 341 bytes   185.065380000         0.0250
10.11.11.11:62640          <-> 185.193.124.2:53                 1 253 bytes       1 71 bytes        2 324 bytes   185.065466000         0.1665
10.11.11.11:61265          <-> 52.9.146.37:53                   1 97 bytes        1 92 bytes        2 189 bytes   185.090677000         0.0679
10.11.11.11:61284          <-> 205.251.193.164:53               1 293 bytes       1 92 bytes        2 385 bytes   186.078189000         0.0333
10.11.11.11:61089          <-> 108.59.165.1:53                  1 495 bytes       1 78 bytes        2 573 bytes   187.092348000         0.2877
10.11.11.11:63124          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   188.106202000         0.0212
10.11.11.11:63232          <-> 192.33.14.30:53                  1 720 bytes       1 84 bytes        2 804 bytes   189.120452000         0.0643
10.11.11.11:61294          <-> 13.107.5.1:53                    1 106 bytes       1 90 bytes        2 196 bytes   190.134213000         0.0379
10.11.11.11:62369          <-> 184.26.160.192:53                1 393 bytes       1 93 bytes        2 486 bytes   191.148212000         0.1329
10.11.11.11:61821          <-> 104.156.80.32:53                 1 193 bytes       1 105 bytes       2 298 bytes   191.148396000         0.0219
10.11.11.11:62549          <-> 216.239.38.10:53                 1 150 bytes       1 96 bytes        2 246 bytes   191.148703000         0.0277
10.11.11.11:63261          <-> 172.232.3.93:53                  1 109 bytes       1 93 bytes        2 202 bytes   191.281442000         0.0194
10.11.11.11:62132          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   192.162135000         0.0179
10.11.11.195:59256         <-> 10.11.11.11:53                   1 159 bytes       1 81 bytes        2 240 bytes   192.170991000         0.0002
10.11.11.11:63140          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   193.176782000         0.0293
10.11.11.11:62318          <-> 162.159.0.33:53                  1 281 bytes       1 91 bytes        2 372 bytes   195.205345000         0.0252
10.11.11.11:62326          <-> 192.31.80.30:53                  1 810 bytes       1 89 bytes        2 899 bytes   195.205706000         0.0606
10.11.11.11:61987          <-> 204.11.110.93:53                 1 135 bytes       1 89 bytes        2 224 bytes   195.266535000         0.0566
10.11.11.11:61418          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   196.218017000         0.0276
10.11.11.11:61613          <-> 185.193.124.2:53                 1 86 bytes        1 86 bytes        2 172 bytes   197.231963000         0.1672
10.11.11.11:61771          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   197.232113000         0.0239
10.11.11.195:63237         <-> 10.11.11.11:53                   1 94 bytes        1 83 bytes        2 177 bytes   198.135374000         0.1105
10.11.11.11:62473          <-> 184.85.248.128:53                1 147 bytes       1 103 bytes       2 250 bytes   199.273711000         0.1628
10.11.11.11:62710          <-> 205.251.196.193:53               1 299 bytes       1 99 bytes        2 398 bytes   199.273904000         0.0234
10.11.11.11:63237          <-> 185.193.124.2:53                 1 284 bytes       1 75 bytes        2 359 bytes   201.287884000         0.1740
10.11.11.11:60925          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   201.288046000         0.0280
10.11.11.11:61489          <-> 185.193.124.2:53                 1 86 bytes        1 86 bytes        2 172 bytes   201.288210000         0.1694
10.11.11.11:63245          <-> 108.59.165.1:53                  1 506 bytes       1 89 bytes        2 595 bytes   203.315765000         0.2882
10.11.11.11:62921          <-> 205.251.193.219:53               1 265 bytes       1 89 bytes        2 354 bytes   203.316081000         0.0289
10.11.11.11:62777          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   205.343806000         0.0347
10.11.11.11:63353          <-> 185.193.124.2:53                 1 284 bytes       1 75 bytes        2 359 bytes   205.344099000         0.1854
10.11.11.195:57418         <-> 10.11.11.11:53                   1 159 bytes       1 81 bytes        2 240 bytes   207.192920000         0.0002
10.11.11.11:61189          <-> 205.251.197.180:53               1 299 bytes       1 99 bytes        2 398 bytes   207.371872000         0.0303
10.11.11.11:62184          <-> 95.100.173.65:53                 1 138 bytes       1 104 bytes       2 242 bytes   207.372033000         0.1461
10.11.11.11:61032          <-> 192.35.51.30:53                  1 721 bytes       1 85 bytes        2 806 bytes   208.386030000         0.0806
10.11.11.11:62729          <-> 185.193.124.2:53                 1 101 bytes       1 85 bytes        2 186 bytes   208.466863000         0.1546
10.11.11.11:61046          <-> 69.192.7.181:53                  1 110 bytes       1 94 bytes        2 204 bytes   211.427859000         0.0282
10.11.11.11:63081          <-> 205.251.193.219:53               1 288 bytes       1 87 bytes        2 375 bytes   211.427960000         0.0291
10.11.11.195:56285         <-> 10.11.11.11:53                   1 100 bytes       1 89 bytes        2 189 bytes   213.380355000         0.0752
10.11.11.11:61832          <-> 205.251.196.12:53                1 293 bytes       1 124 bytes       2 417 bytes   215.483603000         0.0225
10.11.11.11:61519          <-> 216.252.166.10:53                1 137 bytes       1 83 bytes        2 220 bytes   215.483771000         0.0599
10.11.11.11:62672          <-> 68.180.131.16:53                 1 284 bytes       1 92 bytes        2 376 bytes   215.483886000         0.0442
10.11.11.11:62886          <-> 192.26.92.30:53                  1 930 bytes       1 85 bytes        2 1015 bytes   215.484013000         0.0584
10.11.11.11:61192          <-> 192.31.80.30:53                  1 789 bytes       1 87 bytes        2 876 bytes   215.484145000         0.0585
10.11.11.11:60946          <-> 192.31.80.30:53                  1 725 bytes       1 90 bytes        2 815 bytes   215.484260000         0.0582
10.11.11.11:62704          <-> 198.51.45.4:53                   1 101 bytes       1 85 bytes        2 186 bytes   215.542673000         0.0233
10.11.11.11:63105          <-> 205.251.192.164:53               1 263 bytes       1 87 bytes        2 350 bytes   215.543001000         0.0227
10.11.11.200:52886         <-> 10.11.11.11:53                   1 144 bytes       1 84 bytes        2 228 bytes   215.756558000         0.0002
10.11.11.200:61665         <-> 10.11.11.11:53                   1 144 bytes       1 84 bytes        2 228 bytes   216.017312000         0.0002
10.11.11.200:49832         <-> 10.11.11.11:53                   1 124 bytes       1 87 bytes        2 211 bytes   216.023892000         0.0002
10.11.11.200:57396         <-> 10.11.11.11:53                   1 176 bytes       1 79 bytes        2 255 bytes   216.054776000         0.0001
10.11.11.200:54398         <-> 10.11.11.11:53                   1 136 bytes       1 80 bytes        2 216 bytes   216.131066000         0.0002
10.11.11.200:50344         <-> 10.11.11.11:53                   1 169 bytes       1 83 bytes        2 252 bytes   216.239966000         0.0002
10.11.11.200:53974         <-> 10.11.11.11:53                   1 90 bytes        1 74 bytes        2 164 bytes   216.404983000         0.0002
10.11.11.11:62957          <-> 192.54.112.30:53                 1 791 bytes       1 89 bytes        2 880 bytes   216.497834000         0.0667
10.11.11.11:61546          <-> 205.251.193.5:53                 1 272 bytes       1 89 bytes        2 361 bytes   216.564815000         0.0387
10.11.11.11:61121          <-> 216.239.38.10:53                 1 105 bytes       1 89 bytes        2 194 bytes   217.511590000         0.0289
10.11.11.11:61395          <-> 98.138.11.157:53                 1 252 bytes       1 112 bytes       2 364 bytes   219.539542000         0.0533
10.11.11.11:61424          <-> 216.252.166.10:53                1 249 bytes       1 80 bytes        2 329 bytes   219.539849000         0.0712
10.11.11.11:61222          <-> 95.100.173.65:53                 1 133 bytes       1 99 bytes        2 232 bytes   219.539986000         0.1521
10.11.11.11:61565          <-> 95.100.168.65:53                 1 102 bytes       1 86 bytes        2 188 bytes   219.540092000         0.0289
10.11.11.11:62806          <-> 205.251.193.87:53                1 248 bytes       1 86 bytes        2 334 bytes   219.540523000         0.0286
10.11.11.11:61741          <-> 205.251.196.8:53                 1 301 bytes       1 100 bytes       2 401 bytes   219.540630000         0.0327
10.11.11.11:60250          <-> 216.239.34.109:53                1 148 bytes       1 84 bytes        2 232 bytes   219.540731000         0.1363
10.11.11.11:63239          <-> 216.252.166.11:53                1 249 bytes       1 80 bytes        2 329 bytes   219.540812000         0.0650
10.11.11.11:62139          <-> 205.251.192.18:53                1 285 bytes       1 84 bytes        2 369 bytes   219.540945000         0.0300
10.11.11.11:63214          <-> 198.51.44.5:53                   1 137 bytes       1 95 bytes        2 232 bytes   219.541175000         0.0291
10.11.11.11:62255          <-> 205.251.196.95:53                1 381 bytes       1 116 bytes       2 497 bytes   219.541413000         0.0319
10.11.11.11:61549          <-> 216.239.38.10:53                 1 149 bytes       1 95 bytes        2 244 bytes   219.541500000         0.0347
10.11.11.11:62694          <-> 205.251.194.137:53               1 258 bytes       1 88 bytes        2 346 bytes   219.541606000         0.0692
10.11.11.11:62636          <-> 205.251.192.153:53               1 252 bytes       1 112 bytes       2 364 bytes   219.593064000         0.0237
10.11.11.200:52452         <-> 10.11.11.11:53                   1 128 bytes       1 87 bytes        2 215 bytes   219.748140000         0.0002
10.11.11.200:57035         <-> 10.11.11.11:53                   1 173 bytes       1 76 bytes        2 249 bytes   219.932442000         0.0002
10.11.11.11:62395          <-> 205.251.193.5:53                 1 233 bytes       1 95 bytes        2 328 bytes   220.553533000         0.0297
10.11.11.200:62918         <-> 10.11.11.11:53                   1 165 bytes       1 85 bytes        2 250 bytes   220.869424000         0.0002
10.11.11.11:63128          <-> 69.171.239.12:53                 1 330 bytes       1 88 bytes        2 418 bytes   223.595588000         0.0374
10.11.11.11:62361          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   223.595720000         0.0376
10.11.11.11:62691          <-> 194.156.156.100:53               1 101 bytes       1 85 bytes        2 186 bytes   223.596094000         0.0304
10.11.11.11:63305          <-> 198.51.44.2:53                   1 183 bytes       1 102 bytes       2 285 bytes   223.596210000         0.0285
10.11.11.11:61493          <-> 205.251.192.250:53               1 250 bytes       1 93 bytes        2 343 bytes   223.596317000         0.0315
10.11.11.11:62654          <-> 199.249.112.1:53                 1 855 bytes       1 92 bytes        2 947 bytes   223.596436000         0.0299
10.11.11.11:61700          <-> 68.142.255.16:53                 1 250 bytes       1 84 bytes        2 334 bytes   223.596609000         0.0285
10.11.11.11:61936          <-> 216.239.38.10:53                 1 180 bytes       1 92 bytes        2 272 bytes   223.596707000         0.0369
10.11.11.11:61323          <-> 192.52.178.30:53                 1 797 bytes       1 95 bytes        2 892 bytes   223.597253000         0.0664
10.11.11.11:61307          <-> 205.251.193.129:53               1 280 bytes       1 95 bytes        2 375 bytes   223.663898000         0.0248
10.11.11.200:58223         <-> 10.11.11.11:53                   1 95 bytes        1 79 bytes        2 174 bytes   223.954042000         0.0002
10.11.11.11:62963          <-> 192.52.178.30:53                 1 911 bytes       1 92 bytes        2 1003 bytes   224.609651000         0.0630
10.11.11.11:63276          <-> 162.159.1.18:53                  1 224 bytes       1 96 bytes        2 320 bytes   224.609744000         0.0246
10.11.11.11:61833          <-> 108.59.165.1:53                  1 495 bytes       1 78 bytes        2 573 bytes   227.651383000         0.2861
10.11.11.11:62597          <-> 108.59.165.1:53                  1 506 bytes       1 89 bytes        2 595 bytes   227.651689000         0.2861
10.11.11.11:62234          <-> 69.171.239.12:53                 1 330 bytes       1 88 bytes        2 418 bytes   227.651789000         0.0252
10.11.11.11:61312          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   227.651882000         0.0248
10.11.11.11:62993          <-> 216.239.32.109:53                1 103 bytes       1 87 bytes        2 190 bytes   227.651981000         0.0296
10.11.11.11:61631          <-> 84.53.139.192:53                 1 394 bytes       1 94 bytes        2 488 bytes   227.652142000         0.0568
10.11.11.11:61200          <-> 119.160.253.83:53                1 232 bytes       1 108 bytes       2 340 bytes   227.652296000         0.1973
10.11.11.11:61444          <-> 172.232.3.93:53                  1 110 bytes       1 94 bytes        2 204 bytes   227.709229000         0.0243
10.11.11.11:61291          <-> 68.180.130.15:53                 1 172 bytes       1 108 bytes       2 280 bytes   227.849798000         0.0321
10.11.11.11:63329          <-> 108.59.165.1:53                  1 495 bytes       1 78 bytes        2 573 bytes   231.707250000         0.2933
10.11.11.11:62504          <-> 108.59.165.1:53                  1 506 bytes       1 89 bytes        2 595 bytes   231.707598000         0.2927
10.11.11.11:61648          <-> 205.251.196.22:53                1 378 bytes       1 92 bytes        2 470 bytes   231.707723000         0.0269
10.11.11.11:62656          <-> 69.171.239.12:53                 1 330 bytes       1 88 bytes        2 418 bytes   231.707821000         0.0273
10.11.11.11:60246          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   231.707910000         0.0270
10.11.11.11:61051          <-> 205.251.196.95:53                1 326 bytes       1 141 bytes       2 467 bytes   231.708397000         0.0273
10.11.11.11:62789          <-> 198.51.45.72:53                  1 144 bytes       1 87 bytes        2 231 bytes   231.708918000         0.0263
10.11.11.11:63036          <-> 205.251.196.155:53               1 413 bytes       1 112 bytes       2 525 bytes   233.735635000         0.0325
10.11.11.11:61641          <-> 108.59.165.1:53                  1 495 bytes       1 78 bytes        2 573 bytes   235.763390000         0.2888
10.11.11.11:63184          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   235.763487000         0.0328
10.11.11.11:63263          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   235.763784000         0.0327
10.11.11.11:61995          <-> 205.251.196.95:53                1 379 bytes       1 114 bytes       2 493 bytes   235.763883000         0.0328
10.11.11.11:63070          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   235.764115000         0.0325
10.11.11.145:33656         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   236.155106000         0.0269
10.11.11.11:62959          <-> 205.251.199.191:53               1 378 bytes       1 92 bytes        2 470 bytes   236.777357000         0.0555
10.11.11.11:61921          <-> 192.43.172.30:53                 1 720 bytes       1 84 bytes        2 804 bytes   237.791592000         0.0647
10.11.11.11:61533          <-> 185.193.124.2:53                 1 100 bytes       1 84 bytes        2 184 bytes   237.856508000         0.1611
10.11.11.11:63242          <-> 205.251.194.2:53                 1 378 bytes       1 92 bytes        2 470 bytes   238.805306000         0.0625
10.11.11.11:62023          <-> 205.251.195.250:53               1 286 bytes       1 95 bytes        2 381 bytes   238.868148000         0.0661
10.11.11.11:61369          <-> 108.59.165.1:53                  1 506 bytes       1 89 bytes        2 595 bytes   239.819187000         0.2884
10.11.11.11:62505          <-> 69.171.239.12:53                 1 330 bytes       1 88 bytes        2 418 bytes   239.819369000         0.0210
10.11.11.195:57432         <-> 10.11.11.11:53                   1 87 bytes        1 76 bytes        2 163 bytes   240.723830000         0.1092
10.11.11.121:59345         <-> 8.8.8.8:53                       1 105 bytes       1 89 bytes        2 194 bytes   243.430908000         1.1435
10.11.11.11:62589          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   243.875259000         0.0206
10.11.11.121:61721         <-> 8.8.8.8:53                       1 170 bytes       1 74 bytes        2 244 bytes   244.716427000         0.0217
10.11.11.11:62234          <-> 108.59.165.1:53                  1 495 bytes       1 78 bytes        2 573 bytes   245.903045000         0.2891
10.11.11.121:32220         <-> 8.8.8.8:53                       1 170 bytes       1 74 bytes        2 244 bytes   246.148596000         0.0251
10.11.11.121:52337         <-> 8.8.8.8:53                       1 144 bytes       1 80 bytes        2 224 bytes   246.782009000         0.0446
10.11.11.11:61703          <-> 69.171.239.12:53                 1 330 bytes       1 88 bytes        2 418 bytes   247.931121000         0.0283
10.11.11.121:58546         <-> 8.8.8.8:53                       1 121 bytes       1 76 bytes        2 197 bytes   248.087551000         0.0254
10.11.11.121:36687         <-> 8.8.8.8:53                       1 146 bytes       1 83 bytes        2 229 bytes   248.087552000         0.0256
10.11.11.121:53817         <-> 8.8.8.8:53                       1 160 bytes       1 100 bytes       2 260 bytes   248.122920000         0.0383
10.11.11.11:62968          <-> 108.59.165.1:53                  1 506 bytes       1 89 bytes        2 595 bytes   254.014852000         0.2897
10.11.11.121:63682         <-> 8.8.8.8:53                       1 86 bytes        1 70 bytes        2 156 bytes   259.718830000         0.0946
10.11.11.121:20349         <-> 8.8.8.8:53                       1 83 bytes        1 67 bytes        2 150 bytes   260.169922000         0.0255
10.11.11.121:28456         <-> 8.8.8.8:53                       1 201 bytes       1 73 bytes        2 274 bytes   260.351808000         0.0236
10.11.11.121:18050         <-> 8.8.8.8:53                       1 224 bytes       1 84 bytes        2 308 bytes   260.650598000         0.0340
10.11.11.121:56870         <-> 8.8.8.8:53                       1 141 bytes       1 77 bytes        2 218 bytes   266.482613000         0.0354
10.11.11.195:49347         <-> 10.11.11.11:53                   1 159 bytes       1 81 bytes        2 240 bytes   267.192335000         0.0002
10.11.11.11:62299          <-> 192.203.230.10:53                1 711 bytes       1 83 bytes        2 794 bytes   267.196708000         0.0237
10.11.11.11:61218          <-> 203.99.24.1:53                   1 1057 bytes       1 83 bytes        2 1140 bytes   271.252542000         0.2023
10.11.11.121:36183         <-> 8.8.8.8:53                       1 282 bytes       1 88 bytes        2 370 bytes   272.433381000         0.0245
10.11.11.11:61013          <-> 192.52.178.30:53                 1 720 bytes       1 84 bytes        2 804 bytes   282.406345000         0.0623
10.11.11.11:61943          <-> 185.193.124.2:53                 1 100 bytes       1 84 bytes        2 184 bytes   282.468868000         0.1636
10.11.11.11:138            <-> 10.11.11.255:138                 0 0 bytes         2 486 bytes       2 486 bytes   284.491905000       717.5908
10.11.11.121:58593         <-> 8.8.8.8:53                       1 170 bytes       1 74 bytes        2 244 bytes   308.364001000         0.0288
10.11.11.11:62874          <-> 192.26.92.30:53                  1 719 bytes       1 83 bytes        2 802 bytes   311.811858000         0.0568
10.11.11.11:62162          <-> 185.193.124.2:53                 1 99 bytes        1 83 bytes        2 182 bytes   311.868925000         0.1676
10.11.11.121:54578         <-> 8.8.8.8:53                       1 243 bytes       1 80 bytes        2 323 bytes   325.500839000         0.0267
10.11.11.145:36836         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   327.415913000         0.0216
10.11.11.11:63011          <-> 185.193.124.2:53                 1 99 bytes        1 83 bytes        2 182 bytes   341.217234000         0.1731
10.11.11.11:63220          <-> 193.0.14.129:53                  1 717 bytes       1 86 bytes        2 803 bytes   378.707997000         0.0686
10.11.11.11:63197          <-> 185.193.124.2:53                 1 100 bytes       1 84 bytes        2 184 bytes   378.708125000         0.1642
10.11.11.145:35581         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   386.617042000         0.0253
10.11.11.11:62098          <-> 185.193.124.2:53                 1 101 bytes       1 85 bytes        2 186 bytes   416.225446000         0.1646
10.11.11.11:62025          <-> 212.18.249.27:53                 1 675 bytes       1 86 bytes        2 761 bytes   420.281127000         0.0628
10.11.11.11:61227          <-> 185.193.124.2:53                 1 100 bytes       1 84 bytes        2 184 bytes   445.630640000         0.1812
10.11.11.145:34120         <-> 8.8.8.8:53                       1 88 bytes        1 72 bytes        2 160 bytes   445.676171000         0.0224
10.11.11.11:61752          <-> 95.215.19.5:53                   1 308 bytes       1 73 bytes        2 381 bytes   487.203888000         0.1584
10.11.11.11:62252          <-> 131.253.21.2:53                  1 174 bytes       1 107 bytes       2 281 bytes   519.651241000         0.0358
10.11.11.11:62496          <-> 185.193.124.2:53                 1 99 bytes        1 83 bytes        2 182 bytes   520.665202000         0.1678
10.11.11.11:62132          <-> 13.107.5.1:53                    1 157 bytes       1 127 bytes       2 284 bytes   523.707148000         0.0308
10.11.11.11:61730          <-> 95.215.19.5:53                   1 307 bytes       1 72 bytes        2 379 bytes   549.056650000         0.1683
10.11.11.145:36345         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   563.750664000         0.0226
10.11.11.11:62103          <-> 185.193.124.2:53                 1 100 bytes       1 84 bytes        2 184 bytes   582.518092000         0.1682
10.11.11.11:62395          <-> 185.193.124.2:53                 1 101 bytes       1 85 bytes        2 186 bytes   615.979358000         0.1599
10.11.11.145:34775         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   622.787885000         0.0183
10.11.11.11:60927          <-> 95.215.19.5:53                   1 308 bytes       1 73 bytes        2 381 bytes   649.440695000         0.1666
10.11.11.145:36602         <-> 8.8.8.8:53                       1 88 bytes        1 72 bytes        2 160 bytes   681.828052000         0.0239
10.11.11.11:62668          <-> 95.215.19.5:53                   1 308 bytes       1 73 bytes        2 381 bytes   691.014917000         0.1683
10.11.11.11:60991          <-> 95.215.19.5:53                   1 307 bytes       1 72 bytes        2 379 bytes   724.475297000         0.1613
10.11.11.145:33159         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   740.865704000         0.0220
10.11.11.11:60946          <-> 185.193.124.2:53                 1 99 bytes        1 83 bytes        2 182 bytes   757.936622000         0.1710
10.11.11.11:61732          <-> 95.215.19.5:53                   1 308 bytes       1 73 bytes        2 381 bytes   791.397970000         0.1527
10.11.11.11:62867          <-> 185.193.124.2:53                 1 101 bytes       1 85 bytes        2 186 bytes   824.859353000         0.1656
10.11.11.11:62027          <-> 95.215.19.5:53                   1 308 bytes       1 73 bytes        2 381 bytes   858.320675000         0.1532
10.11.11.145:33242         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   858.939875000         0.0189
10.11.11.11:63381          <-> 95.215.19.5:53                   1 308 bytes       1 73 bytes        2 381 bytes   899.893879000         0.1578
10.11.11.145:34445         <-> 8.8.8.8:53                       1 88 bytes        1 72 bytes        2 160 bytes   917.973819000         0.0169
10.11.11.11:62571          <-> 185.193.124.2:53                 1 99 bytes        1 83 bytes        2 182 bytes   933.355272000         0.1730
10.11.11.200:61271         <-> 10.11.11.11:53                   1 200 bytes       1 133 bytes       2 333 bytes   936.780865000         0.0002
10.11.11.200:61272         <-> 10.11.11.11:389                  1 244 bytes       1 194 bytes       2 438 bytes   936.783744000         0.0002
10.11.11.200:51699         <-> 10.11.11.11:53                   1 200 bytes       1 133 bytes       2 333 bytes   936.999321000         0.0002
10.11.11.200:51700         <-> 10.11.11.11:389                  1 244 bytes       1 194 bytes       2 438 bytes   937.005874000         0.0007
10.11.11.11:61771          <-> 185.193.124.2:53                 1 99 bytes        1 83 bytes        2 182 bytes   966.816616000         0.1763
10.11.11.145:33826         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   977.011947000         0.0192
10.11.11.203:62056         <-> 10.11.11.11:53                   1 200 bytes       1 133 bytes       2 333 bytes   988.470550000         0.0002
10.11.11.203:62057         <-> 10.11.11.11:389                  1 244 bytes       1 193 bytes       2 437 bytes   988.485045000         0.0003
10.11.11.203:62758         <-> 10.11.11.11:53                   1 200 bytes       1 133 bytes       2 333 bytes   988.602029000         0.0001
10.11.11.203:62759         <-> 10.11.11.11:389                  1 244 bytes       1 193 bytes       2 437 bytes   988.605273000         0.0002
10.11.11.11:62859          <-> 185.193.124.2:53                 1 100 bytes       1 84 bytes        2 184 bytes   996.222042000         0.1667
10.11.11.145:32766         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes     29.514394000         0.0000
10.11.11.11:61552          <-> 208.84.0.53:53                   0 0 bytes         1 76 bytes        1 76 bytes     35.931271000         0.0000
10.11.11.11:61091          <-> 208.84.0.53:53                   0 0 bytes         1 75 bytes        1 75 bytes     36.945138000         0.0000
10.11.11.11:61171          <-> 204.79.195.41:53                 0 0 bytes         1 100 bytes       1 100 bytes    37.959216000         0.0000
10.11.11.11:61495          <-> 193.221.113.53:53                0 0 bytes         1 96 bytes        1 96 bytes     38.973024000         0.0000
10.11.11.217:57262         <-> 10.11.11.11:53                   0 0 bytes         1 75 bytes        1 75 bytes     41.674569000         0.0000
10.11.11.11:61171          <-> 65.55.117.41:53                  0 0 bytes         1 100 bytes       1 100 bytes    42.030141000         0.0000
10.11.11.11:61627          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes     42.030267000         0.0000
10.11.11.11:61562          <-> 65.55.117.41:53                  0 0 bytes         1 100 bytes       1 100 bytes    42.031291000         0.0000
10.11.11.11:62738          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes     43.044958000         0.0000
10.11.11.11:61562          <-> 204.79.195.41:53                 0 0 bytes         1 100 bytes       1 100 bytes    45.073001000         0.0000
10.11.11.11:61740          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes     47.100953000         0.0000
10.11.11.11:60906          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes     49.128518000         0.0000
10.11.11.11:62031          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes     51.156656000         0.0000
10.11.11.11:62816          <-> 208.84.2.53:53                   0 0 bytes         1 91 bytes        1 91 bytes     52.170685000         0.0000
10.11.11.11:61742          <-> 208.76.45.53:53                  0 0 bytes         1 81 bytes        1 81 bytes     57.240263000         0.0000
10.11.11.11:62675          <-> 193.221.113.53:53                0 0 bytes         1 81 bytes        1 81 bytes     61.298446000         0.0000
10.11.11.11:61130          <-> 208.76.45.53:53                  0 0 bytes         1 76 bytes        1 76 bytes     81.575978000         0.0000
10.11.11.11:63250          <-> 192.229.254.6:53                 0 0 bytes         1 78 bytes        1 78 bytes     85.631856000         0.0000
10.11.11.145:35293         <-> 127.0.0.1:53                     0 0 bytes         1 72 bytes        1 72 bytes     88.550151000         0.0000
10.11.11.11:61767          <-> 208.84.0.53:53                   0 0 bytes         1 76 bytes        1 76 bytes     90.701779000         0.0000
10.11.11.11:61947          <-> 193.221.113.53:53                0 0 bytes         1 83 bytes        1 83 bytes    109.967266000         0.0000
10.11.11.11:62125          <-> 204.13.251.60:53                 0 0 bytes         1 107 bytes       1 107 bytes   119.093368000         0.0000
10.11.11.11:62266          <-> 204.13.251.34:53                 0 0 bytes         1 75 bytes        1 75 bytes    119.093485000         0.0000
10.11.11.11:61124          <-> 193.221.113.53:53                0 0 bytes         1 83 bytes        1 83 bytes    121.139210000         0.0000
10.11.11.11:62266          <-> 208.78.71.34:53                  0 0 bytes         1 75 bytes        1 75 bytes    123.195914000         0.0000
10.11.11.11:62050          <-> 204.13.251.34:53                 0 0 bytes         1 82 bytes        1 82 bytes    127.268292000         0.0000
10.11.11.11:62444          <-> 208.76.45.53:53                  0 0 bytes         1 82 bytes        1 82 bytes    130.309316000         0.0000
10.11.11.11:62050          <-> 208.78.71.34:53                  0 0 bytes         1 82 bytes        1 82 bytes    131.323192000         0.0000
10.11.11.11:61826          <-> 192.229.254.6:53                 0 0 bytes         1 78 bytes        1 78 bytes    135.379266000         0.0000
